CTAC,CTLESS,LABEL
-0.6852294335359507,-2.574708274066727,1
-0.8784063514967861,-2.6940477235920195,1
-1.0060491032693528,-2.5458765698386956,1
-1.2067026170614732,-2.2992678058587925,1
-1.4450903664561507,-2.783657605043547,1
-1.0983346058163832,-2.850123885558222,1
-1.5716836375355003,-2.9302583164746525,1
-1.2616914436744535,-2.8824685157725756,1
-1.053499398164947,-3.010680398854707,1
-1.4887143571977715,-2.810201776076501,1
-1.1596279400733738,-2.6221003626646424,1
-1.1467038318149971,-2.9603988028054595,1
-0.840634223215707,-2.942973384407713,1
-0.8539587390843026,-2.8688411101398534,1
-0.9488102552899158,-2.7286258859527446,1
-0.21728289176408824,-2.451678737920425,1
-0.35033195191674427,-2.4134143219167776,1
-0.5034612583435081,-1.9705534386124344,1
-0.17018392531179222,-2.1733053673460665,1
-0.24104493813478442,-2.0651019642254176,1
-0.32975930174241463,-1.9348253932114874,1
-0.7841017647874217,-1.5911456013634866,1
-0.36601131115459334,-1.1151024585627984,1
-0.13103997427994465,-0.5807765601035413,1
-0.5413102785883745,-2.2753408315089123,1
-0.4198486542727341,-2.1910198258063995,1
-0.36312326791678096,-2.2774587160840305,1
-0.5848945969191027,-2.814907841260147,1
-0.5065879228557386,-2.4257570226349423,1
-0.2669721131089956,-2.0837402669814002,1
-0.25670427559187986,-3.048860672882119,1
-0.43104871904181924,-2.7505328192433796,1
-0.7901668838603182,-2.16815033354307,1
-1.3823042252516713,-2.994484920250598,1
-1.4417463179980454,-3.0644024684732374,1
-1.408106011695971,-2.888249031943119,1
-0.7767252687381039,-2.3788894359598007,1
-0.6483055964421931,-2.489014777733524,1
-0.6598742683624189,-2.5688550261815224,1
-0.8024554208004275,-2.1115395410099342,1
-1.015942590099332,-2.2260563574505494,1
-1.12573524203801,-2.337935137828921,1
-0.4254421665075879,-2.4950785498724644,1
-0.15713771868986592,-2.6934824343667287,1
-0.0890414818909179,-2.790336731193215,1
-0.2886121362935092,-1.509567899427078,1
-0.32556707021008935,-1.3741364655025208,1
-0.4357737812525145,-1.382622741017626,1
-0.6769707271638626,-2.6723450639298014,1
-0.7860799706981516,-2.789034446444218,1
-0.7199230284222498,-2.4208105782261637,1
-1.0378018205616937,-2.7599147318639385,1
-0.9140802898592159,-2.6611639710261654,1
-0.9123106010420263,-2.7593301188939714,1
-0.5266618199691048,-2.7520070372565497,1
-0.657474096464032,-2.4464730222748465,1
-1.1084646417696509,-2.755769829402306,1
-0.48237421059513397,-2.57005660951242,1
-0.5337758026027565,-2.4687536008870614,1
-0.402305686887991,-2.429812880130066,1
-1.2989829781751008,-3.992939532067626,1
-1.4145115808123858,-3.6217026656892575,1
-1.19160609658725,-3.2617786323615916,1
-1.025328145098534,-1.906303331695834,1
-1.0478221995418062,-2.4629166028189657,1
-0.8419596194870012,-2.3596726805642407,1
-1.214405208528974,-2.967795410466185,1
-1.3453519384563273,-2.508038594318553,1
-1.346638759508112,-2.8518155064710315,1
-1.3893522075546216,-2.7884560525725526,1
-1.3457429283735278,-2.849316395689808,1
-1.430409408952806,-2.75937422918019,1
-0.5931703521663938,-2.389232732842336,1
-0.839465223259462,-2.2709648493664565,1
-1.035825372737742,-2.195528181401462,1
-0.78719032489873,-2.750618556725071,1
-1.1298091538346866,-2.7378052378813176,1
-1.2590825229732274,-3.0734220898907734,1
-0.28024998160240877,-2.763962673057386,1
-0.29958956783361845,-2.7243824559584318,1
-0.4700196483914884,-2.6161949493288796,1
-0.8255457261220444,-3.350117676427075,1
-0.6149077995322072,-3.25835743226902,1
-0.43389804014392735,-3.3650243831988096,1
-0.7229614293123032,-4.0201189509718755,1
-0.5983526128958365,-4.26811436731458,1
-0.2816191727506104,-3.3388751505715217,1
-0.08447206447617728,-2.4055784823851303,1
-0.07612783590567386,-2.1590151805904436,1
-0.057494070355702004,-1.8288971572570745,1
-0.3442026516205584,-1.6732654012189088,1
-0.4633190346166602,-1.7563690895937074,1
-0.43044649859003176,-1.537995188050665,1
-1.0161445791078396,-3.2348459988666383,1
-1.1036856173488885,-3.6127949479956114,1
-0.9048384693580929,-3.64278061923012,1
-1.22127113121077,-3.5933780543313376,1
-1.345479607574637,-3.674473663227728,1
-1.421347421514586,-3.868189114218577,1
-0.990091378651339,-2.9146605210946324,1
-0.7389643909289245,-2.5908279340032108,1
-0.6001003511781215,-2.865601665598808,1
-0.8943793535727836,-2.8579328574190836,1
-1.178383212547386,-3.631046371890119,1
-1.5214564163445397,-4.561733119843285,1
-1.3419027439686804,-3.646005456076496,1
-1.2927876022251676,-3.9280598203057484,1
-1.2196689615849403,-4.127142617963851,1
-0.8632338521727154,-3.414739641455326,1
-0.9636810302029758,-3.158994052227406,1
-0.8210487302414434,-3.3483134559159575,1
-1.2410024587261768,-3.648014551897869,1
-1.053992395455934,-3.3500235477314093,1
-0.8724856216354168,-2.9905581397001626,1
-1.0768904506640873,-3.291908225130175,1
-1.2256484128346967,-3.5606080258928023,1
-1.2994133942847303,-3.462219935997736,1
-1.3408202679292958,-3.8305956494372473,1
-1.0654215282567239,-3.382681443863291,1
-0.8802342658083497,-2.904842330433405,1
-1.0542997616426193,-3.1151397003838466,1
-1.1990923292442102,-3.270571189682735,1
-1.1398350190394804,-3.282207077915044,1
-0.7265124566255549,-2.3715354122183214,1
-0.7611155883498534,-2.103920636557506,1
-0.8317617079623336,-1.8411131061167545,1
-1.1287436419720496,-3.4927166914768337,1
-0.7580072414719131,-3.556868730841903,1
-0.617954734732868,-3.2904471566959317,1
-1.0363670239274418,-2.4145715404823336,1
-1.026739598494904,-2.639815402425193,1
-1.1143278255864655,-2.705113752094748,1
-1.2425829841569849,-2.3066268903935674,1
-1.2635730855372223,-2.520135830351312,1
-1.1941986608487993,-2.733503531205364,1
-1.067819774314759,-3.5857144099486584,1
-1.3170688061013127,-3.6302135245901077,1
-1.2020160758713392,-3.4593516264590596,1
-1.146911660943625,-3.6576561413750257,1
