CTAC,CTLESS,LABEL
-4.47469759524796,-4.36514631726721,0
-5.312286448909,-4.89715700138939,0
-3.98591169186652,-3.40398447419795,0
-4.4953142433618,-4.15616848101394,0
-4.64352991437034,-4.29861974778931,0
-3.69020019032337,-3.36457360870605,0
-4.25399769487737,-4.51671601435872,0
-4.73305743618055,-4.44535731354446,0
-3.70582848292158,-3.85125107982704,0
-5.62097461464751,-5.60710446252034,0
-3.96779175851502,-3.85312398635742,0
-4.45957154493872,-4.35782237093167,0
-5.81433472717144,-5.40677191734622,0
-4.36988256621486,-4.30458652596333,0
-5.52678653590021,-5.34356854879978,0
-3.89186372303214,-3.32743557813243,0
-5.66479412625931,-5.32098770699652,0
-4.50520802593675,-4.37852066997243,0
-4.19733845931348,-3.9399451618908,0
-3.8676810619042,-3.78059092518213,0
-2.7050977225332,-2.79212180588999,0
-3.87570339759604,-3.62165533387426,0
-1.18498945838987,-1.14519588683476,0
-4.68498559884057,-5.21506152185051,0
-3.90068284840079,-3.92960538500777,0
-5.32218426081447,-4.85061163960907,0
-2.63771295241858,-2.93042598953432,0
-5.23656548777241,-4.65574667984383,0
-4.21482691853975,-3.93228302251553,0
-3.51061846622523,-3.65674974067702,0
-5.08854879710751,-4.71830686998234,0
-5.81870192235287,-5.69793401988042,0
-4.55032755220244,-4.34692785290203,0
-4.90194663332183,-4.09954466734767,0
-3.51943303115881,-3.09569722497951,0
-3.64404488773402,-3.45836863452856,0
-5.62946258632322,-5.7499489801654,0
-4.61391368861578,-4.21559744247742,0
-4.23564768137548,-4.55850949162276,0
-4.19331932413031,-4.06760842394735,0
-4.01213417684392,-3.89448908755625,0
-3.37238958083276,-3.08417803983756,0
-3.98672455774543,-4.00815399022391,0
-3.56823433699834,-3.98487866535636,0
-3.75046705515914,-3.71342920001939,0
-3.45810117292797,-2.63106880555111,0
-2.6958710937486,-3.00109624334414,0
-5.042220142278,-4.61966227515321,0
-5.40350053462274,-5.12410707123109,0
-6.00294074494883,-6.33410926769906,0
-4.74202347763252,-4.53236656587433,0
-4.12042686149346,-4.56003127211627,0
-4.0996090796408,-4.58879337716171,0
-3.08100613787328,-3.08732107145629,0
-4.49438824028434,-4.17104269594763,0
-5.81524285884473,-5.47792771557674,0
-4.82497161341413,-4.75497206117257,0
-4.37573230586637,-4.10220967847502,0
-4.02102278206626,-3.67566072344367,0
-4.84825068272889,-5.15378230711576,0
-3.53838772285844,-3.57572451013779,0
-4.80539789991189,-3.7981753750206,0
-4.08363875256464,-5.15026757625714,0
-5.18156296791768,-5.00765642026107,0
-4.06028289999927,-4.62260180788071,0
-4.54982996082407,-4.5792513181406,0
-3.25728134615279,-2.89861445645862,0
-5.27909551242844,-5.04427782424068,0
-5.35693360836021,-5.30407314451957,0
-4.38501836137282,-4.11065371053541,0
-5.52617894032434,-4.25673589280821,0
-4.6091252690487,-4.50411337200378,0
-5.38877563771491,-4.9267188989522,0
-5.20360243135072,-4.51009872731768,0
-4.40690041980844,-4.10645698974921,0
-4.58552900853365,-4.10384203817446,0
-3.07950728547837,-3.67915130700001,0
-5.2383521959629,-4.59614069648888,0
-4.32279245741583,-3.41758892342543,0
-4.8775748581653,-4.81211836522109,0
-4.05017322226593,-3.79846047230087,0
-2.78100494915893,-2.66679695387938,0
-3.26236937207292,-2.56497551897571,0
-3.99567159568255,-4.14129230697353,0
-4.2048784912943,-4.10318806939913,0
-5.66048368790051,-5.63578177233933,0
-4.75188832389372,-4.49545033273002,0
-4.52478072103627,-4.00277115755418,0
-4.1607692391513,-4.01332902130003,0
-3.27568290289225,-3.2374829442897,0
-3.95369695949101,-4.07975091530553,0
-4.58111012694898,-5.11258164819306,0
-2.71942051557052,-1.63133830294621,0
-4.38107120242143,-3.63150468362362,0
-4.81949235917214,-4.68179121967391,0
-5.20927670322458,-5.4244686525954,0
-4.49410707762553,-4.7985757868085,0
-5.31326171810216,-5.6217003660508,0
-4.93160741272659,-5.05182085722503,0
-3.49132210606292,-3.2328417115255,0
-4.70764814102334,-4.39730555982086,0
-4.76131518874323,-4.60043179371199,0
-5.38577679720209,-5.32823808783488,0
-4.42484594724037,-4.21501277715755,0
-4.56823785824036,-4.0484438962535,0
-6.17108959589932,-5.32374318021628,0
-4.07794447771699,-3.31486675319344,0
-5.90321113461821,-5.34390909741683,0
-3.30643733431591,-3.92886217205302,0
-5.18762426488688,-5.01279672604652,0
-4.43486169415678,-4.35860153984228,0
-5.55920686372947,-4.34375257587265,0
-5.25827079629043,-5.03506599654417,0
-4.65746191220328,-4.64982577425437,0
-4.95654534249329,-5.06901783709846,0
-4.2207326435042,-4.07917644913817,0
-1.53618926870101,-1.22907335211041,0
-4.46487181069432,-4.4938897735912,0
-4.4643865881259,-4.49408636075951,0
-5.2832245725571,-4.88120102443854,0
-4.06044666703568,-4.29021390285318,0
-5.15536507550238,-4.78092869625815,0
-5.73610279979915,-5.26992786144503,0
-4.98521406254749,-5.2270522637747,0
-5.62651531318139,-5.32560829268285,0
-4.3378800175324,-3.88401094970505,0
-4.29647729475534,-3.68929310391208,0
-5.31034731122032,-5.40333115911582,0
-3.61124181216747,-3.26765527422588,0
-4.46937471479948,-4.47200971571522,0
-3.50564278775219,-3.49392851822914,0
-5.11528315001596,-4.0041295672789,0
-4.2926656649579,-3.92449306623361,0
-5.48111888947019,-5.35084999256556,0
-5.32298355721713,-4.68368685240587,0
-2.77226194818664,-1.92437916697336,0
-4.67861200986055,-4.17916729612008,0
-5.22007949106551,-4.04577420428025,0
-4.24556734640863,-4.0767353240038,0
-3.75998953032445,-4.14240396837485,0
-4.21911650632767,-4.54659679112218,0
-4.24622371299802,-3.89603181871627,0
-5.11699856902034,-4.84196317280474,0
-3.70617347053339,-3.02934595655256,0
-5.66381802196668,-5.20885576487165,0
-3.00190728044823,-3.42187416341759,0
-4.35511192110555,-3.70922085646728,0
-4.3638201748672,-4.33443564852294,0
-5.12975740834493,-4.68718217425995,0
-3.55971925257148,-3.39401608580768,0
-4.07454247864195,-4.21486337065326,0
-4.30405433492781,-4.18992882550413,0
-4.55893575322265,-4.22155458259689,0
-3.36861628721439,-2.79469678703542,0
-3.94824110274489,-3.68140406046078,0
-4.30050083959848,-3.72766526022573,0
-2.99852609479446,-2.72405394396259,0
-3.62832957711388,-3.90482068602383,0
-3.9990877769955,-3.75367924467395,0
-2.94565427144484,-3.15146946219534,0
-4.96292513761886,-4.85291407117236,0
-3.35982821058668,-3.27608481011085,0
-3.76504373074823,-3.6759081543733,0
-5.26012469017075,-4.87614239630302,0
-3.73481663259957,-3.68934636127024,0
-4.90767509042244,-4.73410993659343,0
-3.36479453238123,-2.85498583798766,0
-5.19538497399383,-4.90510185592178,0
-3.84251709517997,-3.76612789515057,0
-3.46941519388045,-3.23300357844217,0
-3.20811429699662,-3.1425719479458,0
-2.07701543003703,-2.17210129631448,0
-3.14179814708369,-3.00863596692975,0
-0.590549883275722,-0.508706023734278,0
-4.09338448814933,-4.55282327248599,0
-3.33499368596873,-3.42037399276782,0
-4.77106276145873,-4.32384034088417,0
-2.0667424307412,-2.38562462384977,0
-4.36962473659584,-3.8558565715682,0
-3.5171986946601,-3.29003619314022,0
-2.87659300572321,-3.01698092377679,0
-4.51736653463434,-4.17826324518357,0
-5.56317641872939,-5.46697153608946,0
-3.901210948007,-3.76525570977704,0
-4.15774607373318,-3.45705589352422,0
-3.03593810265397,-2.66976054910506,0
-2.96251938973026,-2.82295185248631,0
-4.91617040414347,-5.20820997060353,0
-3.88771866330845,-3.53723963634803,0
-3.74381520603073,-4.04487764808377,0
-3.62999048369213,-3.53545349785671,0
-3.70980349737023,-3.56542140160378,0
-3.07661564294859,-2.79979787151162,0
-3.34022747904816,-3.34780900386124,0
-3.00299621921523,-3.39089586223542,0
-3.12906532206452,-3.15562852330372,0
-2.83494654245722,-2.13701454295479,0
-2.14615904842177,-2.45041771734312,0
-4.44177923452813,-3.99915208180666,0
-4.57292481755766,-4.31995046958071,0
-5.28524581817654,-5.59100126316869,0
-4.00342854624517,-3.86022698437272,0
-3.44586853500434,-3.86809857604713,0
-3.52162469630419,-4.21669557455203,0
-2.44410983371138,-2.47679768238548,0
-3.75410927821806,-3.48735361830756,0
-5.18347988477898,-4.94053299343949,0
-4.35040039653065,-4.51235567932873,0
-3.86126582820662,-3.66969213833752,0
-3.51195660460465,-3.22027846632849,0
-4.25327185861266,-4.5397039492887,0
-2.83805886863914,-2.8964304211258,0
-4.35633141632921,-3.35640148772956,0
-3.4923587295751,-4.77965438401493,0
-4.69188537874222,-4.5312743335792,0
-3.41493716421268,-3.90475676938456,0
-3.94364811730453,-3.95688995557629,0
-2.70191634163125,-2.41638411458376,0
-4.55264061444966,-4.37716264842523,0
-4.77159057885597,-4.72982181686069,0
-3.93425440977825,-3.67495665589392,0
-4.87464527229421,-3.66390433799857,0
-3.9747811116558,-3.91445555643339,0
-4.60832913875159,-4.21384927620907,0
-4.51664912557501,-3.91749343172267,0
-3.76609278013106,-3.54159086121197,0
-4.08771525680489,-3.6509149476741,0
-2.49126051135353,-3.1036579434931,0
-4.43817510792822,-3.86013403115262,0
-3.40410420816729,-2.68424209930176,0
-3.98759635852097,-3.91822013646504,0
-3.422568352069,-3.20418524391173,0
-2.2532144241645,-2.2250778904332,0
