CTAC,CTLESS,LABEL
-0.99778650759679,-0.886284096307672,0
-1.60894858025658,-1.67781996241052,0
-1.00333045050848,-0.769516185327556,0
-1.03070110636507,-0.923115442536201,0
-2.04327303501598,-1.81999048658467,0
-1.47836908553892,-1.11207132478593,0
-2.06374450928029,-1.87766634548339,0
-0.947522680395185,-1.07446319319088,0
-2.361258280188,-2.0879613118991,0
-1.61481852700826,-1.6054530510364,0
-1.61536621499966,-1.59208441767457,0
0.48275683089473,0.538339269653477,0
-1.5850881259095,-1.51693302585992,0
-1.91501634547675,-1.60704789206799,0
-1.2378870733937,-1.51570666934081,0
-1.53331462576679,-1.39044257742234,0
-2.35145477346374,-2.11011243256361,0
-1.64917225175983,-1.68378451989035,0
-1.53923955189552,-1.73466284994752,0
-1.88015195213439,-1.50381953294708,0
-2.55362567548484,-2.27970238748664,0
-1.51610748377627,-1.54668966914317,0
-2.53113998439213,-2.27500266505726,0
-1.33452057735727,-1.29476133908383,0
-0.883407269577654,-0.833160803120119,0
-1.31717216187022,-1.26342928265312,0
-0.673299031594073,-0.850893366348912,0
-1.53969440152953,-1.2425150311059,0
-1.44706497989715,-1.24900630550996,0
-1.62179369259305,-1.7258183424768,0
0.179681318332154,0.14096600674245,0
-1.84309874704567,-1.30822724678313,0
-1.42856243828327,-1.28959488496469,0
-1.90049546175723,-2.0557171991831,0
-1.44634919315687,-1.29989000710955,0
-1.43450245296243,-1.21271164210712,0
-1.89418877828747,-1.73140322513962,0
-1.34927420070158,-1.03251606767807,0
-2.08398472995494,-1.77838066603983,0
-1.09247806055306,-1.22559178983953,0
-1.38177171443962,-1.11273279776883,0
-1.41205902882344,-1.2164647722386,0
-1.69156653320003,-1.38274956060672,0
-1.29396183975024,-1.2036001201661,0
-1.49536292706308,-1.41584255531362,0
-2.26855657393398,-2.09343590780885,0
-1.61845398679489,-1.31676150285968,0
-1.78755612754645,-1.85707540480255,0
-1.58386094023061,-1.36941639341079,0
-1.31798005680029,-1.30942883908764,0
-0.7720792173124,-0.703946735857681,0
-0.473415899443413,-0.598702891032169,0
0.519200346977058,0.609788957117832,0
-1.89838118277081,-1.98618604788262,0
-1.16070668999189,-1.30302340390891,0
-2.05994247993726,-1.81024795596184,0
-0.584165059778343,-0.780199994625013,0
-0.968620759013809,-0.9238465202799,0
-1.60323029395984,-1.45958686752335,0
-1.5554524786062,-1.60531767998115,0
-1.9243958519908,-1.61658181838982,0
-1.19796042210767,-1.09152507931194,0
-0.929506186017525,-1.06092815796428,0
-1.98110635201223,-2.20941035742329,0
-1.51718323751299,-1.30963177278791,0
-1.69627926684313,-1.78865788356215,0
-1.22460729543507,-1.11681071544872,0
-1.11439947947156,-1.06695645131947,0
-0.859701776950342,-0.693700220879446,0
-1.02255862222878,-1.10425602803272,0
-1.35912486847562,-1.41114722568372,0
-0.401586282018761,-0.518954457829716,0
-0.471735148991661,-0.747439549043104,0
-1.94291563355464,-1.7799625829499,0
-2.30951159512015,-2.14376738480731,0
-2.008679153397,-2.11503622480999,0
-1.52775088651587,-1.55795135923031,0
-1.61280560477874,-1.80916514052825,0
-1.69404942604342,-1.87635111913705,0
-0.456457532179388,-0.434887138900769,0
-1.63296893900387,-1.42559561073003,0
-1.86047589793999,-1.91695470178159,0
-1.31733094998057,-1.20044023292531,0
-1.53632362825449,-1.58744646032842,0
-1.03367124574964,-1.15315015908793,0
-1.76480288422947,-1.27587254924265,0
-1.72647290513973,-1.90769142182488,0
-1.96858496137562,-1.83290649256485,0
-1.44577320431868,-1.46935909770331,0
-2.01567078713023,-1.70110382857465,0
-1.1935734558509,-1.2102703213744,0
-1.12822259459769,-1.30694271042905,0
-1.99434094347783,-1.79034040589896,0
-1.8482182834198,-1.52227260438195,0
-1.52641036082043,-1.32718680025531,0
-2.0772131080135,-1.94043432504457,0
-2.05649970488252,-1.74584030878625,0
-1.66224532931601,-1.50717872706226,0
-1.18383393386915,-1.23906161337204,0
-2.01254882168951,-1.68199258124733,0
-1.21447090527886,-1.11740351541684,0
-1.47139040298632,-1.23269263273696,0
-1.25967826840396,-1.01545611047419,0
-0.814645032388633,-0.831054786608489,0
-0.797597988911452,-0.739012334889567,0
-0.874639833463786,-1.09962224200482,0
-1.26878678377979,-1.25045903426664,0
-2.4975410777493,-2.28835847097132,0
-2.13809596387862,-1.86386879223765,0
-1.00276259158454,-1.04178803453432,0
-1.50412607341272,-1.48580044160273,0
-0.399031657575009,-0.542331917459899,0
-1.01162324039861,-1.06493454560689,0
-0.47723015449013,-0.247841373195065,0
-0.761353046172054,-0.685316731164126,0
-1.39945966194041,-1.15361944521768,0
-1.59488896364258,-1.87653963082863,0
-1.4870477891071,-1.79839510803449,0
-2.03627216241356,-2.13273729120437,0
-0.896296234751015,-0.976707777101784,0
-1.54136360752447,-1.49536581093991,0
-2.34325154190685,-2.09476204800147,0
-1.99090702839317,-1.7311776125504,0
-1.34307168993784,-1.24183122392434,0
-2.16315003182373,-1.92469056067587,0
-1.36541091541874,-1.15968585757467,0
-1.76384670272532,-1.51847156583171,0
-1.32128337409941,-1.63983295367467,0
-1.98617571612798,-1.80408578967123,0
-1.66613221990271,-1.60541871847979,0
-1.66497026190726,-1.38651817471644,0
-1.3408934280955,-1.33733116674646,0
-1.35520267299759,-1.47103270281876,0
-1.40697362440802,-1.08226512538485,0
-1.23168172309929,-1.14564361908316,0
-1.96035602606194,-1.62856656143253,0
-1.61891860706039,-1.25739041639315,0
-2.90629574718439,-2.59245530266958,0
-1.76686203622816,-1.77517924456964,0
-2.35562062516285,-2.17176989459852,0
-1.65262451686207,-1.3733338212487,0
-1.69096749859792,-1.67342961987198,0
-0.307848122667981,-0.218893930630115,0
-1.73732300729506,-1.46072577694386,0
-1.94860148222335,-1.64470717290396,0
-1.65632007376603,-1.70498356435949,0
-1.48860338995072,-1.36437612881229,0
-1.83490571938635,-1.40716496903385,0
-1.4128995046427,-1.47228546470864,0
-1.6676778370231,-1.656082863576,0
-2.01463099718737,-1.92218093100518,0
-2.43312759250416,-2.42329797251614,0
-1.96287320213558,-2.04672398131898,0
-2.28924294192397,-2.08065411727149,0
-1.57773542027794,-1.36046816124952,0
-1.38871794638101,-1.31471726384452,0
-1.29542268948675,-1.29856085661841,0
