"header_names","fienac_values"
"AUC_CTLESS",0.839325247058637
"AUC_CI_UP_CTLESS",0.91218369732864
"AUC_CI_LOW_CTLESS",0.766466796788635
"AUC_CTAC",0.858078758100121
"AUC_CI_UP_CTAC",0.926154827072137
"AUC_CI_LOW_CTAC",0.790002689128105
"CTLESS_VS_CTAC_DIFF",-0.0187535110414837
"CTLESS_VS_CTAC_P_VAL",4.57152947719308e-08
