"header_names","fienac_values"
"AUC_CTLESS",0.782670686067396
"AUC_CI_UP_CTLESS",0.854668650874431
"AUC_CI_LOW_CTLESS",0.710672721260361
"AUC_CTAC",0.794315871094337
"AUC_CI_UP_CTAC",0.864256198723399
"AUC_CI_LOW_CTAC",0.724375543465275
"CTLESS_VS_CTAC_DIFF",-0.011645185026941
"CTLESS_VS_CTAC_P_VAL",9.50373113539627e-12
