"header_names","fienac_values"
"AUC_CTLESS",0.795855453983811
"AUC_CI_UP_CTLESS",0.858452077236982
"AUC_CI_LOW_CTLESS",0.73325883073064
"AUC_CTAC",0.801097393689986
"AUC_CI_UP_CTAC",0.865345107443488
"AUC_CI_LOW_CTAC",0.736849679936485
"CTLESS_VS_CTAC_DIFF",-0.00524193970617504
"CTLESS_VS_CTAC_P_VAL",0.193503079985955
